Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771405625,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771405626,5,,Aggregated,0.000000,0.000000,560,560,560,660,660,660,660,660,660,660,660,5,0,560.0,575.8962000138126,550.5290000000969,656.549500010442,300.4
1771405627,15,,Aggregated,0.000000,0.000000,510,520,530,550,560,560,660,660,660,660,660,24,0,510.0,334.9180291673595,3.42850002925843,656.549500010442,462.625
1771405628,20,,Aggregated,5.000000,0.000000,9,9,13,460,520,560,560,660,660,660,660,74,0,8,113.75320675889836,3.42850002925843,656.549500010442,568.1891891891892
1771405629,20,,Aggregated,9.500000,0.000000,8,9,10,14,460,520,560,560,660,660,660,145,0,8,63.465306208196,3.195700002834201,656.549500010442,607.6
1771405630,20,,Aggregated,20.666667,0.000000,8,9,10,11,53,510,550,560,660,660,660,209,0,8,46.89130191629948,3.195700002834201,656.549500010442,628.4545454545455
