Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/openrtb,495,0,520.0,492.3803660601161,51.10809998586774,1039.6304000169039,1684.3414141414141,16.830143571504827,0.0,520,520,520,520,530,580,650,700,1000,1000,1000
,Aggregated,495,0,520.0,492.3803660601161,51.10809998586774,1039.6304000169039,1684.3414141414141,16.830143571504827,0.0,520,520,520,520,530,580,650,700,1000,1000,1000
