Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772251033,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,290,290,4100.0,4091.4145537930563,4062.113900003169,4129.4994999989285,0.0
1772251034,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,310,310,4100.0,4091.852543870962,4062.113900003169,4129.4994999989285,0.0
1772251035,50,,Aggregated,11.800000,11.800000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,320,320,4100.0,4091.954981562491,4062.113900003169,4129.4994999989285,0.0
1772251036,50,,Aggregated,11.900000,11.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,330,330,4100.0,4092.027369393921,4062.113900003169,4129.4994999989285,0.0
1772251037,50,,Aggregated,12.800000,12.800000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,340,340,4100.0,4091.8112311764526,4062.113900003169,4129.4994999989285,0.0
1772251038,50,,Aggregated,13.000000,13.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,360,360,4100.0,4091.14125555555,4062.113900003169,4129.4994999989285,0.0
1772251039,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,369,369,4100.0,4090.740599457988,4061.0182999989775,4129.4994999989285,0.0
1772251040,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,380,380,4100.0,4090.272239473671,4061.0182999989775,4129.4994999989285,0.0
1772251041,50,,Aggregated,13.000000,13.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,389,389,4100.0,4089.836589460132,4061.0182999989775,4129.4994999989285,0.0
1772251042,50,,Aggregated,13.000000,13.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,404,404,4100.0,4089.228998762344,4061.0182999989775,4129.4994999989285,0.0
1772251043,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,414,414,4100.0,4088.960241787419,4061.0182999989775,4129.4994999989285,0.0
1772251044,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,427,427,4100.0,4088.594422014041,4061.0182999989775,4129.4994999989285,0.0
1772251045,50,,Aggregated,13.000000,13.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,436,436,4100.0,4088.3957424311843,4061.0182999989775,4129.4994999989285,0.0
1772251046,50,,Aggregated,13.000000,13.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,449,449,4100.0,4088.012106904225,4061.0182999989775,4129.4994999989285,0.0
1772251047,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,460,460,4100.0,4087.6726197826088,4061.0182999989775,4129.4994999989285,0.0
1772251048,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,471,471,4100.0,4087.234590870488,4061.0182999989775,4129.4994999989285,0.0
1772251049,50,,Aggregated,12.900000,12.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,481,481,4100.0,4086.9786010395055,4061.0182999989775,4129.4994999989285,0.0
1772251050,50,,Aggregated,12.900000,12.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,491,491,4100.0,4086.864283503065,4061.0182999989775,4129.4994999989285,0.0
1772251051,50,,Aggregated,11.900000,11.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,510,510,4100.0,4086.979958235305,4061.0182999989775,4129.4994999989285,0.0
1772251052,50,,Aggregated,11.900000,11.900000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,520,520,4100.0,4087.1468267307796,4061.0182999989775,4129.4994999989285,0.0
1772251053,50,,Aggregated,12.100000,12.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,530,530,4100.0,4087.328959056607,4061.0182999989775,4129.4994999989285,0.0
1772251054,50,,Aggregated,12.200000,12.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,540,540,4100.0,4087.529137037016,4061.0182999989775,4129.4994999989285,0.0
1772251055,50,,Aggregated,11.200000,11.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,560,560,4100.0,4087.8534998214145,4061.0182999989775,4129.4994999989285,0.0
1772251056,50,,Aggregated,11.100000,11.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,570,570,4100.0,4087.958598771938,4061.0182999989775,4129.4994999989285,0.0
1772251057,50,,Aggregated,11.100000,11.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,580,580,4100.0,4088.0009706896617,4061.0182999989775,4129.4994999989285,0.0
1772251058,50,,Aggregated,12.000000,12.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,590,590,4100.0,4087.9868930508487,4061.0182999989775,4129.4994999989285,0.0
1772251059,50,,Aggregated,11.100000,11.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,610,610,4100.0,4087.8178309836157,4061.0182999989775,4129.4994999989285,0.0
1772251060,50,,Aggregated,11.100000,11.100000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,620,620,4100.0,4087.810392419379,4061.0182999989775,4129.4994999989285,0.0
